bedrooms,bathrooms,floors,price
3,1,1,420000
4,2.5,2.5,925000
2,1.5,1,389250
3,2.5,1,748000
3,1.75,1,284000
4,2,1,588000
3,1.75,1,372500
4,3,2,285000
3,1,1,360000
3,1,1,275000
2,2,1,428000
6,2.5,2,847000
3,1,1,316000
3,2.5,2,375000
3,1,1,533000
5,2.5,2,556000
4,2,1,225000
4,2.5,1,537250
3,1,1,255000
4,2.5,2,530000
6,6,2,5.30E+06
3,2.75,2,595000
4,2,1,548000
3,1.75,1,234975
3,1.75,2.5,600000
4,1,1,432000
3,1.5,2,455000
3,1.75,1,279950
3,1.5,1,267500
4,2.5,2,620000
2,1,1,110000
3,3.5,2,625000
2,1,1,389000
4,2,2,1.20E+06
4,2.25,2,788500
5,2.25,1,567000
2,2.25,1,515000
4,2.5,1,605000
4,3.75,2,430000
2,1.75,1,805000
3,2.5,2,567500
3,1.75,1,647500
2,1.75,2.5,495000
4,2.5,2,825000
4,2.25,2,435000
3,1.75,1,445950
5,2.75,2,960000
4,3,1.5,780000
3,2.25,1,274500
5,3,1.5,729953
3,1.5,2,464950
4,1.75,1,620000
4,3.5,2,735000
4,2.25,1,450000
4,1,1.5,450000
4,2.5,2.5,842500
3,2,1,360000
3,2.5,2,585000
3,2.25,1,461000
2,1,1,345000
3,2.5,1,1.08E+06
4,2.5,2,643000
4,2.5,2,690000
4,1,1.5,282000
3,1.75,1,549000
3,2,2,815000
5,4.25,2,2.20E+06
3,2.25,2,700000
3,2.5,2,933399
3,1,1,290000
4,1.75,1,372000
2,1.75,1,450000
3,2.5,2,303700
4,2.5,2,672000
4,1.5,1.5,334000
2,1,1,260000
3,1.75,1,749950
4,2.25,2,330000
5,3,2,830000
3,2.25,1,1.13E+06
3,1,1,320000
2,1,1.5,260000
3,2,1,225000
1,1,1,279200
4,3.5,2,520000
3,2.5,2,505000
3,1.75,1,234000
4,2.5,2,503000
4,2.25,1,606000
3,1,1,433500
3,1.5,1,250000
3,2.5,2,719000
3,2,1,381000
3,2.5,2,267000
1,0.75,1,275000
4,2.5,2,651000
2,1,1,439000
2,1,1,325000
2,1,1,490000
4,2.5,2,519900
4,2.75,2,545000
4,4,2,1.06E+06
4,1.75,1,542000
4,1.75,2,465000
2,2,1,408000
4,2.5,2,292000
3,1.75,1,253000
2,1,1,280000
3,2.25,2,658588
4,2.25,1,635000
4,2.25,2,439000
3,2.5,2,300000
3,1.5,1,345000
4,2.25,2,283500
2,1,1.5,425000
3,1.75,1,685000
3,2.5,2,750000
4,1.5,1,245000
6,3.75,1,585444
4,2.5,2,706000
4,2,1.5,445000
3,2,1,241000
2,2.5,2,1.18E+06
3,1,1.5,530000
3,1.5,1,350000
4,3.75,2,1.70E+06
3,1,1,389000
4,2.75,2,799000
4,2.5,1,1.40E+06
2,1,1,340895
4,2.5,2,780000
2,1.5,1,350000
3,2.5,2,470000
4,3,2,914600
4,2.5,2,354000
5,2,1.5,470000
3,2,1,715000
2,1,1,265000
4,3,2,2.54E+06
3,1,1,640000
4,1.75,2,290000
5,4.75,1,480000
3,2,1,535000
3,1.75,1,907000
3,1.75,1,459000
3,2.5,1,1.36E+06
3,1.5,1,264950
3,1,1.5,352950
3,2.25,1,491500
4,3.5,2,1.23E+06
3,1,1,369500
3,2.5,2,566000
3,2.25,1,290000
5,5,2,5.35E+06
3,1,1,180000
2,1,1,215000
2,1,1,302000
3,1.75,1,352500
4,2,1,235867
3,2.25,2,500000
3,2.25,2,382000
5,2.5,1.5,515000
1,1,1,250000
3,2.25,1.5,672500
3,2.25,2,755000
3,1,2,707500
4,2,1,459000
3,1,1.5,140000
2,1,1,495000
3,3.25,2,757000
3,3.25,2,765000
4,1.5,1,359000
3,1,1,440000
4,1.5,1,400000
3,2,1,652000
3,1.75,1,260000
5,3,1,1.33E+06
4,2,1,519500
3,1,1.5,650000
4,2.25,2,280000
4,1.75,1,515000
3,2.25,2,400000
3,2.5,2,652100
6,3,2,235000
4,1.5,2,701000
4,2.5,2,640000
3,2.5,2,455800
3,2.5,2,504750
3,3,2,483000
3,0.75,1,530000
2,1,1,250000
5,2.75,1,229950
4,3.5,2,884744
3,1.5,1,514000
3,2.25,1,532000
4,2.5,2,423000
2,1,1,420000
3,1.75,1,521000
4,2.25,2,577000
3,1,1,425000
4,2.5,2,495000
3,2.5,2,340000
3,3.5,2,499950
4,3,2,1.22E+06
4,2.75,1,720000
3,1.5,1,249000
3,1,1,206135
5,2.75,2,300000
6,3,1.5,612000
5,2.5,2,1.10E+06
4,2,1.5,230000
3,1,1,850000
4,2.5,1,355000
4,2.5,2,442000
4,3,2,399000
4,2.5,2,360000
3,1.75,1,390000
5,2.5,1,413000
2,1,1,190000
3,2.5,2,432900
3,2.25,2,621138
3,2.25,1.5,270000
4,2.25,1,610000
3,2,1,500000
4,2.25,1,715000
3,1.5,1,264000
3,1.75,1.5,550000
3,2,1,337000
3,1,1,170000
4,2.5,1,405000
4,2.5,1,775000
3,2.25,1,425000
5,2.75,2,713000
5,2.5,1,555000
4,2.5,2,810000
4,3.75,2,1.25E+06
3,3.5,2,819000
3,2.5,2,409900
2,2.5,2,935000
4,1.75,1,657500
6,3.75,2,900000
5,3.25,2.5,932800
3,2,1,391000
4,2.5,2,420000
6,3.5,2,1.30E+06
3,1.5,1,415000
3,1.75,1,350000
2,1,2,375000
3,1.75,1,860000
4,2.25,1,495000
4,2.25,1,250000
4,2.25,1,365000
3,2.75,1,503000
2,1,1,150000
4,1.75,1,450000
4,3,2,355000
3,2,2,245000
3,2,1,265900
4,2.5,1,299000
4,2.25,2,957500
3,1,1,343000
3,2.25,2,307500
5,3.75,2,937500
3,3,1,610000
3,1.5,1,720000
4,2,1.5,610000
3,1.75,1,434500
2,2.5,1,602500
4,2.5,2,607010
3,1,1,610000
4,2.5,2,828500
3,1,1,199990
3,1.75,1,294000
4,2.5,2,789500
3,3.5,2,797000
5,3,2,539950
4,1.5,1,284950
4,1.5,1,776500
4,2.5,1,525000
3,2.5,2,303000
3,3.25,2,722080
3,1,1,140000
3,1,1,235000
3,1,1.5,440000
3,1.75,1.5,605000
2,1,1,380000
4,1,1,352000
4,2.25,1,420000
4,2,2,1.18E+06
3,1.5,1,1.38E+06
3,1.5,1.5,300000
4,3.25,2,1.15E+06
2,1.5,1,453500
3,2,1,443500
2,1,1,332000
3,2.5,2,655000
4,1,1.5,475000
3,1.75,1,372500
4,2.5,1,1.05E+06
3,1.75,1,500000
6,2.75,1.5,900000
3,1,1,327500
3,1.75,1,390000
2,1.5,2,451101
4,1,1.5,455000
4,2.5,2,650000
3,2.5,2,895000
4,2.25,1,800000
4,2.25,2,703770
3,1.75,1,249950
2,2,1,512000
5,2.5,1,780000
3,2.25,2,336000
3,2,1.5,285000
3,1.75,1,229900
4,3,1.5,667500
4,2.5,1,378000
3,2.5,2,454000
4,2.5,2,537500
3,1,1.5,425000
3,2,1,290000
3,2,1,349500
3,2.75,2,370000
3,1.75,1,549500
2,1,1,245000
3,1.75,1,208000
4,2.25,1,248000
4,3.25,1.5,610000
4,2.5,2,550000
3,2.75,2,750000
2,1.75,1,192000
2,1,1,169317
4,3.5,2.5,1.20E+06
2,1,1.5,880000
1,1,1,210000
3,1.5,1,180500
4,2,2,540000
3,1.75,1,520000
3,1.5,1,177500
3,1.75,1,415000
4,2.5,1,495000
3,2.25,1,325000
2,1.75,1,440000
3,1.75,1,411000
5,3.5,2,810000
5,1.75,1,561750
4,2.5,1,835100
3,2.25,1,450000
3,2.5,2,238000
3,1,1,299000
2,1,1,570000
3,1.75,2,340000
2,1.75,1.5,450000
4,1.5,1,272750
4,2,2,520000
3,1,1,284950
2,1.5,1,255000
2,1,1,231500
1,2,2.5,415000
4,2.5,2,330000
3,1.5,1,365000
4,2,1.5,425000
4,1.75,1,400000
4,2.5,2,335000
3,3,2,342000
8,5,2,490000
4,1.75,1,331500
3,2.5,3,960000
4,2.5,2,720500
3,2.5,2,830000
3,1.75,1.5,662990
4,2,1.5,220000
5,2,1,349950
3,2,1,550000
3,1.75,1,396000
4,1.5,2,635000
3,1,1,293000
3,2.25,1,339000
4,2.25,2,285000
6,2.75,1.5,775000
4,1.5,1,224000
4,3.5,2,2.25E+06
3,1,1,165050
3,1.25,1.5,275000
5,3,1,445000
3,2.25,1,510000
4,2.5,2,1.23E+06
3,1.5,1,390000
3,2.25,1,460000
3,1.75,1,700000
4,3.5,2,874150
3,2.25,2,470000
3,1.75,1,374000
2,1.75,1.5,510000
2,2.5,3,467000
4,2.5,2,576000
3,2,1,196440
4,2.5,2,825000
2,1,1,281000
3,2.5,3,326000
3,1.75,1,340000
5,1.75,1,440000
4,2.5,2,749000
4,1,1.5,340000
3,2,2,561000
3,2.25,1,270000
2,1,1,600000
4,1.5,1,219900
3,1.75,2,617000
3,2.25,2,469000
3,1,1,229000
4,3,2.5,1.27E+06
3,1.5,1,365000
4,2.5,2,429000
4,2.5,2,550000
3,2.5,1,453000
3,1.5,1,187500
6,2.5,1,520500
3,1.75,1,300000
4,3.25,2,799000
3,2.5,2,338000
3,1,1.5,800000
2,2,1,360000
6,2.5,1,442500
4,1,1,700000
5,3,1,830000
3,2.5,2,360400
3,1,1,345000
3,1.75,1,300000
3,1,1,350000
4,2,1,368000
3,1.75,1,264000
3,2,1,435000
3,1.5,1.5,200000
5,2.5,2,620000
5,4.25,2,1.68E+06
3,1.75,1,337000
4,3.25,2,1.93E+06
4,2.5,1,544500
1,1,1,252000
4,2.5,2,445000
3,2.25,2,379500
4,2,1,189950
3,1,1.5,469000
5,2.75,1,600000
3,2.5,2,785000
4,2.75,2,372000
5,3,2,445000
4,2.25,2,508000
5,1.5,2,780000
4,2.25,2,541100
4,2.5,2,729000
3,2,1,397000
2,1,1,451555
2,1,1,300000
3,2.5,1,416000
2,1,1,490000
6,3.75,2,480000
2,2,1,368000
3,2.5,2,1.04E+06
3,2.5,1,545000
5,2.75,2,850000
4,3.5,2,550000
3,2.25,2,600000
4,2.5,1,535000
3,2.5,2,599950
5,2.75,1,531000
4,2.25,2,530000
4,4,2,597326
4,2.5,2,805000
4,1.75,1,390000
4,2,1.5,487250
3,1.5,1,301000
5,2.75,1.5,1.18E+06
4,2.5,2,299000
4,2.25,2.5,2.35E+06
4,2.5,2.5,400000
4,2.5,1,467500
4,2.5,2,305000
3,1,1,210000
3,1,1,300000
3,2.25,1,327500
3,2,1,269000
4,3.25,1,975000
3,1,1,355000
3,1,1.5,712000
4,2.5,2,883000
2,1,1,190000
3,1.75,1,443000
4,3,2,920000
4,2.25,1,285000
4,3.25,1,901000
3,1.75,1,552500
2,1,1,256000
3,1.5,1.5,341000
4,2.25,2,279000
4,2.25,2,686000
2,1,1.5,225000
2,1.75,1,215500
4,3,1.5,950000
4,2.5,2,503000
3,2.5,2,780000
4,2,1,212000
4,2.75,1.5,580000
4,2.5,2,465000
4,2,1,206000
3,2.5,2,615000
4,1,1.5,519000
4,3.25,2,1.14E+06
5,2.5,2,330000
4,1.5,1,240000
3,2,1,574000
4,4.25,2,930000
4,3,2,850000
3,1.5,1,415000
3,2.5,1,480000
5,1,1,300000
4,2.25,2,439000
3,1,1,450000
3,2.5,1,589000
3,2.25,2,477000
4,2.25,1,587500
4,2.25,2,1.32E+06
4,2.5,2,1.43E+06
4,2.25,2,700000
2,1,1,275000
3,1,1,367500
4,2.5,2,453250
5,1.75,1,607000
4,2,1,255000
2,2,1,501000
3,1,1,450000
3,2.25,2,360000
4,1.75,1.5,460000
3,1.75,1,753000
2,1,1,389950
2,1,1,469000
4,1.75,2,550000
5,3.5,1.5,565000
2,1.75,1,189650
4,3.25,2,1.53E+06
3,1.75,1,260000
3,1.75,1,243000
4,2.5,1,1.10E+06
3,1.5,1,249000
2,1,1,720000
4,2.5,2,905000
4,2.5,1.5,824500
4,2.75,1,762500
3,2.5,3,580000
3,2,1,380000
3,1.75,1,805000
4,1.75,1.5,520000
5,4.5,3,1.57E+06
2,1,1,175000
4,2.25,2,353500
4,2.5,1,500000
3,1.75,1,386500
2,1,1,210000
3,2.5,1,439500
5,2.5,2,315000
4,2.5,2,339000
4,2.25,1,655000
2,2.5,1,740000
5,2.5,2,685000
5,2.5,1,550000
2,1.75,2,405000
4,2.25,1,765000
3,2,2,625000
4,2.5,1.5,207000
4,2.5,1.5,370000
3,2.5,1,475000
2,1,1,365000
4,2.25,1,411800
5,3.5,2,668000
3,2.5,2,618000
4,2,1,247500
5,3,1,345000
3,2,2,616300
3,1.5,1,348000
3,2.5,1,425000
5,2.75,1,850000
5,2.75,2,820000
4,2.25,2,832000
3,1.75,2,835000
3,2.5,2,350000
4,2.5,2,349000
6,3.75,2,1.13E+06
3,2.5,2,320000
3,1,1,150000
3,1,1,340000
4,4,2,785500
4,2.5,2,410500
3,2.5,2,580000
2,1.5,2,345000
3,2.25,1.5,550000
4,3,2,449500
3,1,1,300000
4,2.5,2,915000
4,3.75,2,1.58E+06
4,2.75,1,599000
4,2.5,1,755000
3,1,1,400000
3,1,1,133000
4,1.5,1,330000
4,1,1.5,330000
3,1.75,1,375000
4,2.75,1,485000
4,2.5,1.5,470000
4,3,2,1.05E+06
4,1,1.5,548800
2,1,1,315000
3,2,1,590000
4,2.5,2,439950
3,1.75,1,325000
2,1,1,400000
4,2.5,2,685000
3,2,1.5,339950
3,1.75,1,315000
3,2.5,2,411753
2,1.75,1,577000
3,1.75,1,500000
3,2,1,210000
4,1.75,1,640000
4,1.75,1,460000
2,1,1,265000
5,5,1,740000
3,1,1,230000
3,1.75,1,315000
3,1.75,1,432000
3,2.5,2,467000
5,3.75,1,255000
3,1.75,1,316500
4,2,1,190000
3,2,1.5,490000
4,1.75,1,378000
6,4,3,598800
5,3,1,333800
4,2.5,2,690000
4,1.75,1,320000
4,3.5,1.5,1.25E+06
3,1.5,1,335000
3,2.5,1,840000
4,2.75,2,608250
3,2.5,2,550000
3,1,1,240000
3,2.25,2,998000
3,1.75,1,275000
3,2.5,1,284200
4,3.75,2,1.72E+06
4,3.75,2,2.40E+06
5,2.5,2,930800
4,3,1,930000
4,1.5,1,215000
2,1.5,1,480000
2,1.75,1,483945
3,1.75,1,347000
3,2,1,232500
4,2.25,1,390000
3,2.25,1,550000
4,2.5,2,590000
1,1,1,420850
4,2.5,1,345000
3,2,1,429800
4,1.75,1.5,302000
4,1.5,1.5,800000
3,2.5,2,250000
3,2,1,605000
3,1.75,1,412000
3,2,2,252000
3,1,1.5,375000
2,1.75,1,725000
5,3.5,1,471750
4,2.25,2,490000
2,1,1,439000
4,2,1,355000
1,0.75,1,250000
4,2.25,1,780000
2,1,1,409000
2,1,1,420000
1,0.75,1,200000
2,1.5,1,830000
3,2.5,2,695000
4,2.75,2,815000
3,1.75,1,210000
3,1.75,1,635000
4,2.5,2,562500
4,2.5,2,402500
3,2,1,555000
3,1,1,310000
4,2.5,2,500000
6,3,1,430000
3,4.25,2,1.60E+06
4,1,1.5,627500
4,2.5,2,335000
4,2.25,1,962000
3,1.75,1,299000
4,2.5,2,399950
3,1,1,322000
2,1.5,1,430000
3,1.75,1,307000
3,1.5,1,194000
3,1,1,180000
4,2.25,1,465000
4,2.5,2,722500
2,1,1,470450
3,2.5,2,280000
4,2,1,176250
5,1,1.5,560000
3,2.5,2,830000
2,1,1,276900
3,1.75,2,625000
4,2.5,2,1.02E+06
1,1,1,463500
3,2.5,2,485000
3,2,1,272000
2,1,2,305000
3,2.5,1,760000
2,1,1,387500
4,2.5,2,352000
3,1.75,1,507000
3,1,1,156000
3,3.25,3,580000
4,2.5,1,630000
5,1.5,1,275000
5,4,1,835000
4,2.5,2,340000
2,1,1,329350
3,3.5,2,1.48E+06
3,1,1,475000
3,2.25,3,719950
1,1,1,235000
3,1.5,1,875000
4,1.75,1,380000
3,2.25,1.5,325000
4,2.5,2,475000
1,1,1,152900
2,2,1,210000
4,1,1,350000
3,2.5,2,505000
4,2.25,1,464900
3,2,1,650000
2,2.75,2,369950
3,2.5,2,250000
3,2.5,2,320000
4,4.25,1,2.53E+06
4,2.25,2,340000
2,1.5,1.5,440000
3,1,1,219950
4,3,1,940000
4,1.5,1.5,399950
3,2.75,1,1.57E+06
4,1.75,1,528000
4,1.75,1,545000
2,2,1,575000
4,2.75,1,235000
3,2.5,2,272000
4,1.75,1,380000
3,1,1.5,195000
3,2.5,2,297000
4,2.5,2,349000
2,1,1,320000
4,1.5,1,319990
2,2,1.5,439900
3,3.25,2,429000
3,2,1,272500
4,2,1,400000
5,2,1.5,462000
2,1,1,510000
3,2.5,2,550000
3,1,1,150000
3,2.5,1,460000
4,2.5,2,632500
3,1.75,1,361000
3,2.25,2,437000
6,2.75,1,370000
4,2.5,2,884250
3,1,1,225000
2,1,1,235000
6,3.5,2,767500
3,1.75,1.5,1.20E+06
3,2.5,2,715000
4,2.25,1,417000
3,1,1,199000
5,2.5,2,875000
4,1.5,1.5,545000
2,1,1,192500
3,2.5,2,822500
4,2.5,1,800000
3,2.5,2,1.25E+06
4,4.25,2,3.85E+06
3,2.5,2,295000
2,1.75,1,419000
5,3.25,1,1.20E+06
4,2.75,2,750000
4,1.5,1,502000
3,1.75,1,1.03E+06
3,1,1.5,398500
2,1.5,1.5,700000
5,1.5,1,248000
4,2,1,800000
4,2.5,2,383000
4,3,1.5,688000
3,2,1,521000
2,1,1,365000
3,2,1,491000
3,2.75,1,643000
3,2.5,1,279000
4,1,1.5,583500
3,2.5,2,310000
3,1.75,1,310000
3,1,1,280000
4,2.5,2,272000
4,3,1.5,870000
3,2,1,307000
2,1.5,1,490000
3,2,1,399950
5,3.5,1,1.64E+06
5,4.5,2,989000
4,1.75,1,264950
4,2.75,1,491500
3,2.25,2,345000
4,1.75,1,339900
3,3,2,852000
5,3.5,1,585000
4,2,1,723000
3,2.25,2,594000
2,1.5,2,405000
4,2.5,2,725500
2,1,1,800000
3,3.75,1,1.33E+06
3,2.5,2,180500
3,2.5,2,325000
3,1.75,1,235000
2,1,1,330000
3,2,1,678500
4,2.5,2,463000
2,1,1,250000
3,2,1.5,655000
4,2.25,1,239900
3,1,1,185000
4,2.25,2,1.74E+06
3,2.25,1,251700
4,2,1,400000
4,1.75,1,735000
5,2,2,1.70E+06
2,1,1,82500
4,4,2,765000
4,1.75,1,292500
3,2.25,1,270000
2,1,1,415000
4,1.75,1,950000
3,2.75,2,353000
3,2.5,3,670950
3,1.75,1,280950
3,1.75,1,585000
2,1.5,1,525000
3,1.75,1,605000
4,3.5,2,1.01E+06
3,1,1,245990
4,2.25,2,535000
1,1.5,1,410000
3,2.5,2,550000
3,1.75,1,665000
3,1,1,455000
4,1,1.5,440000
3,2.25,1,332000
3,2.5,2,280000
3,3.5,2,570000
3,1,1,250000
2,1,1,238000
3,1,1,265000
3,1,1,306000
5,2.75,1,345000
4,2.5,1,765000
4,2.5,2,346300
3,2,1,342500
4,2.25,2,501000
3,2.5,1,270000
3,1,1.5,638000
3,1.75,1,460000
4,1.75,1,760000
3,2.5,1,1.09E+06
3,1,1,234000
3,2.75,2,1.65E+06
5,2,1.5,488000
5,2.5,2,1.55E+06
4,3,2,499000
3,1,1,150000
4,2.5,2,333000
4,2.75,1,700000
4,1,1.5,275000
3,2.5,1,330000
4,2,1,360000
3,1,1.5,467000
3,2.5,1,568000
5,2.25,2,605000
4,2.75,2,750000
3,2.75,2,760000
3,1.75,1,265000
3,1.75,1,490000
4,2.5,2,360000
4,2.25,1,311750
3,2.25,1,399000
4,2.5,2,347000
4,3.75,2,1.68E+06
4,2.5,2,585000
4,2.5,2,340000
3,2.5,2,612000
2,1.75,2,230000
4,2.5,2,604000
3,1.75,1,250000
3,2,1,258500
4,2.75,1,783000
5,2.25,1,1.05E+06
4,2.5,2,760000
3,1,1,276000
4,2,1,550000
4,1,1.5,398000
3,3,1.5,775000
4,3,2,1.03E+06
4,1,1.5,327000
4,2.75,2,564500
4,1.75,1.5,782000
4,2.5,2,398000
3,1.75,1.5,257000
4,2,2,235000
4,2.75,1,453000
2,1,1,535000
3,2.5,2,275000
3,2.5,2,665000
4,2.75,1,670000
3,1.75,1,465000
3,1.5,1,210000
4,2.5,2,265000
2,2.5,2,426000
4,2.25,1,529219
3,2.25,1.5,600000
5,3.5,2,875000
4,3,1,608000
3,1,1,220000
4,5,1,1.76E+06
3,2,1,295450
2,1,1,315000
4,2,1,205000
3,1.5,1,310000
5,1,1.5,1.00E+06
4,2.5,2,525000
4,1.75,1,284000
3,1.75,1,510000
2,1,1,405000
3,2.5,2,509950
4,2.25,2,600000
4,3.75,2,990000
3,1.5,1,280005
3,1.75,1,700000
3,1,1,330000
2,1,1,340000
2,2.5,2,468000
4,2.5,2,1.34E+06
3,1.75,1,515000
4,2,1,245000
3,2.5,1,265000
3,2.5,2,372400
3,1.5,1,390000
3,1,1,208000
2,0.5,1,273000
5,3.5,2,455000
4,2.5,2,270000
4,2.25,1,618000
3,2.5,2,213550
5,1.75,2,210000
5,4,2,2.75E+06
4,2.75,1,403500
3,1.5,1,235000
3,2,1,287500
4,1.5,1,546800
3,1.75,1,183000
3,2,1,560000
3,1,1,299500
4,2.25,1,610000
3,1.5,1,288350
2,1,1,500000
4,2.75,1,625000
2,1.5,2,418000
3,3,2,660000
4,2.5,2,775000
3,2.75,1,429500
3,2,1.5,569000
4,2,1,250000
3,1.5,1,225000
4,2.75,1,530000
3,1,1,306000
3,1.75,1,517100
3,1.75,1,354950
3,1.5,1,348000
4,2.5,1,522250
3,2.5,1,275000
3,1.5,1,390000
3,1.5,1,260000
5,2.75,1.5,585000
5,2.75,1.5,605000
4,2.5,2,342000
5,3,2,900000
3,1.75,1,252000
3,1.75,1,357000
3,1,1,370000
3,1,1,322500
2,2,2,210000
2,1,1,290000
4,3.25,2,860000
6,2,1.5,302000
4,2.25,2,369160
4,2.75,2.5,1.19E+06
4,2,2,993000
6,2,1,380000
4,2,1,635000
3,1,1,260000
2,1,1.5,243000
4,2.5,2,1.40E+06
4,2.5,1,665000
5,2.25,2,898000
4,2.75,1,583000
4,1.75,2,429000
3,2.5,2,471000
3,3.5,2,1.81E+06
3,3.25,2,739500
3,1.5,1,450000
3,1,1,552500
4,1.75,1,437000
4,2,1.5,270000
3,1.5,1,226740
4,2.5,1,446500
3,2,2,283000
4,1.75,1.5,445000
2,1,1,250000
3,1,1,307000
4,2.75,1,315000
3,3,1.5,555000
4,2.5,1,264900
3,2,1,510000
4,2.5,2,328000
4,2.5,2,358000
3,2.5,2,325000
2,3.25,3,1.37E+06
4,2,1,230000
3,2,1,545000
3,2.5,2,705380
5,2.5,1,459000
4,2.25,2,815000
6,5,2,495000
3,2.5,2.5,520000
2,1.5,3,430000
4,2.5,2,255000
3,2,2,588000
3,1,1,350000
4,2.75,1,625000
2,2,1,172500
3,2,1.5,554000
4,2.5,2,775000
4,3.5,2,1.19E+06
3,2.75,2,618000
4,1,1.5,305000
3,2,1,232000
4,2.5,2,262000
3,1,1,234000
4,2.75,1,500000
3,1,1,278000
5,1,1,230000
4,1.75,1,500000
4,2.75,1,366500
6,3,2.5,665000
3,1.5,2,1.10E+06
2,1.75,1,575000
4,2.5,2,674750
5,2,1,719000
3,1.75,1,482000
2,1,1,254000
3,1.75,1,443725
4,2.5,2,575000
3,2.25,1,469000
2,1,1,175000
5,2,1,437000
4,3,1,550000
3,2.25,1,172040
3,2,1,363000
3,2.25,2,282000
6,2,2,400000
5,3.5,2,650000
3,2.5,2,365000
4,2.5,2,269950
2,1,1,260000
3,1.5,1,193000
4,2.25,2,340000
4,3.25,2,900000
3,2.5,2,371000
3,2.5,2,592000
3,2.5,2,300000
4,3,2,449950
3,2.5,2,299500
4,2.25,1,995000
4,1.75,1,335000
4,2.25,1,280000
4,2.25,1,446000
4,2.75,1,1.54E+06
3,1,1,325000
3,1.75,1,450000
4,2.5,2,322500
3,1,1,453000
4,2.5,2,655000
3,2.25,2,603000
4,1,1.5,235000
4,3.5,2,968933
3,3.5,1,1.02E+06
4,2.25,2,435000
3,2,1,242000
6,3.25,2,487000
4,2.75,2,810000
3,2.5,1,625000
3,1.5,1,165000
3,1,1,335000
3,1,1,286700
2,1.5,1,699000
3,1.75,1,280000
4,2.5,2,580000
2,2.5,2,754800
4,2.5,2,525000
3,1.75,1,562000
4,1.75,1,575000
5,2.5,2,808900
3,2.25,1,992000
3,2.5,2,335000
3,2.75,1,473000
4,2.75,1,350000
5,2.5,2.5,1.60E+06
3,1,1,305500
2,1,1,306000
2,2.25,2,233000
3,1.75,1,490000
4,2.5,2,445000
3,2.25,1,355000
2,2,1,360000
3,1.75,2,737500
3,3.5,2,985000
2,3.25,2,349950
4,2.5,2,520000
4,2.5,1,355950
5,2.5,2,485000
3,1,1,143000
2,1.75,2.5,3.28E+06
3,1,1,355000
5,3.5,2,1.13E+06
5,1.75,1,200000
4,2.5,2,913000
3,2.5,1,1.60E+06
2,2.5,2,409900
4,1,1,265000
5,3,1,740000
4,2.5,2,306000
3,2.5,2,381000
3,3.25,2,1.22E+06
3,3.5,1,1.05E+06
2,1,1,408000
5,2.5,2,739900
4,2.5,1,674250
2,1,1,438400
5,5,2,1.70E+06
3,2,1.5,703000
3,1.75,1,262000
3,2,1,353000
4,2.5,2,500000
4,2.5,1.5,1.28E+06
4,2.5,2,332000
4,2.5,1,824000
4,2,1,290000
3,2.5,2,700000
2,1,1,550000
2,1,1.5,549000
4,2.5,1,1.87E+06
4,2.25,2,858000
2,1,1,345000
4,1.75,2.5,340000
4,2.25,2.5,1.22E+06
3,2.25,3,275000
3,1,1,405000
3,2,2,432500
4,1,1.5,236500
4,1.5,1.5,679000
4,2.5,2,543000
3,1,1,294000
3,1.75,1,340500
4,2.5,2,1.01E+06
2,2,1,335000
3,2,1,425000
3,2.5,2,353000
3,2.5,2,540000
5,3.5,2,640000
3,1,1,339950
3,1.75,1,195000
3,1.75,1,322000
4,1.75,1,660000
6,3,2,280000
6,3,2,300000
3,1,1,207500
3,1.5,1,195000
3,2,1,700000
4,1.75,1,560000
3,1.75,1,260000
3,1.75,1,575000
3,2.5,2,475000
3,1.75,1,285000
4,2.5,2,753888
3,2.5,2,650000
3,2.25,1.5,620000
3,1.75,1,526000
2,1,1,155000
4,2,1,342000
3,1.75,1,390000
3,2.75,2,685000
4,2.5,2,608000
2,1,1,179900
6,3.25,2,1.25E+06
3,1,1,166000
3,1.5,1.5,462000
4,2.5,2,545000
3,1,1.5,415000
3,2.5,2,269000
4,2.5,2,356500
3,1,1,225000
2,1,1,175000
5,2.5,2,549000
3,2.75,2,535000
4,2.25,1,627000
3,2,2.5,565000
4,2,1,392450
2,2,1,509000
3,2.5,1,340000
3,2.5,1,537000
4,3,2,865000
2,1,1,358000
4,2.25,1.5,595000
4,2.5,2,661000
3,2.25,1,419950
4,3.5,2,490000
2,1,1,525000
3,2,3,350000
3,2.5,2,552500
3,1,1,210000
3,2.5,2,390000
5,1.75,1.5,336800
3,2.5,2,465000
4,2.5,2,299900
3,3.25,2,715000
4,2.5,1,235000
3,2.5,2,276000
4,1.5,1,265000
3,1.75,1,425000
4,2.5,2,313000
3,2.5,1,715000
3,2.25,2,265000
3,2.75,2,646000
3,1,1,175000
3,2.5,1,649000
3,2.75,1,785000
4,2.75,1,890000
3,3,1,612000
4,2.5,2,330000
3,2.25,1,493000
4,2.25,1,1.60E+06
4,3,1,1.62E+06
4,3,1,1.65E+06
3,2.5,2.5,499000
6,2.75,1,603500
2,1.5,1,530000
5,2.5,1,895000
4,2.25,1,267345
3,2.5,2,275000
3,1.75,1,439950
3,2.25,2,455000
3,1.75,1,630000
3,2.5,2,690000
4,1.75,1,212000
4,2.25,1,231500
4,3.25,2,1.24E+06
3,2.5,2,378500
4,2.5,2,482000
2,1,1,695000
4,2.5,2,965000
3,1.75,1,675000
3,1.5,1,387000
